Flight_No,Airline,Destination,Via,Departure_Time,Terminal_Gate,Expected_Pax
PR211,Philippine Airlines,Manila,Direct,2024-06-07 09:31:00,T1-32,375
OZ602,Asiana Airlines,Seoul,Direct,2024-06-07 09:40:00,T1-39,217
JL771,Japan Airlines,Tokyo,Direct,2024-06-07 10:05:00,T1-39,212
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-07 10:33:00,T1-24,386
KE601,Korean Air,Seoul,Direct,2024-06-07 11:26:00,T1-29,326
QF7,Qantas,Los Angeles,Direct,2024-06-07 11:56:00,T1-48,322
CX103,Cathay Pacific,Hong Kong,Direct,2024-06-07 15:42:00,T1-34,196
QF1,Qantas,Singapore,Direct,2024-06-07 16:31:00,T1-53,264
QR007,Qatar Airways,Doha,Direct,2024-06-07 20:49:00,T1-22,349
EK413,Emirates,Dubai,Direct,2024-06-07 21:07:00,T1-32,169
GA715,Garuda Indonesia,Bali,Direct,2024-06-08 07:28:00,T1-35,194
TR13,Scoot,Singapore,Direct,2024-06-08 07:43:00,T1-04,388
SQ211,Singapore Airlines,Singapore,Direct,2024-06-08 08:00:00,T1-14,154
TG476,Thai Airways,Bangkok,Direct,2024-06-08 08:55:00,T1-10,166
PR211,Philippine Airlines,Manila,Direct,2024-06-08 09:27:00,T1-48,212
OZ602,Asiana Airlines,Seoul,Direct,2024-06-08 09:47:00,T1-02,309
JL771,Japan Airlines,Tokyo,Direct,2024-06-08 09:55:00,T1-26,206
CA781,Air China,Beijing,Direct,2024-06-08 09:56:00,T1-17,190
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-08 10:29:00,T1-20,221
NH880,ANA,Tokyo,Direct,2024-06-08 11:11:00,T1-21,342
KE601,Korean Air,Seoul,Direct,2024-06-08 11:26:00,T1-10,363
QF7,Qantas,Los Angeles,Direct,2024-06-08 12:00:00,T1-35,387
SQ213,Singapore Airlines,Singapore,Direct,2024-06-08 13:34:00,T1-55,331
QF1,Qantas,Singapore,Direct,2024-06-08 16:28:00,T1-51,188
UA839,United Airlines,Los Angeles,Direct,2024-06-08 20:58:00,T1-47,187
EK413,Emirates,Dubai,Direct,2024-06-08 21:10:00,T1-52,224
GA715,Garuda Indonesia,Bali,Direct,2024-06-09 07:25:00,T1-31,279
SQ211,Singapore Airlines,Singapore,Direct,2024-06-09 07:56:00,T1-44,331
5J32,Cebu Pacific,Manila,Direct,2024-06-09 07:57:00,T1-24,261
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-06-09 08:46:00,T1-43,250
TG476,Thai Airways,Bangkok,Direct,2024-06-09 08:58:00,T1-18,234
MU502,China Eastern,Shanghai,Direct,2024-06-09 09:13:00,T1-45,335
PR211,Philippine Airlines,Manila,Direct,2024-06-09 09:33:00,T1-47,162
JL771,Japan Airlines,Tokyo,Direct,2024-06-09 09:59:00,T1-49,327
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-09 10:32:00,T1-24,207
NH880,ANA,Tokyo,Direct,2024-06-09 11:20:00,T1-05,390
KE601,Korean Air,Seoul,Direct,2024-06-09 11:33:00,T1-27,268
QF7,Qantas,Los Angeles,Direct,2024-06-09 11:58:00,T1-07,399
SQ213,Singapore Airlines,Singapore,Direct,2024-06-09 13:34:00,T1-35,197
CX103,Cathay Pacific,Hong Kong,Direct,2024-06-09 15:48:00,T1-32,321
QF1,Qantas,Singapore,Direct,2024-06-09 16:25:00,T1-40,359
QR007,Qatar Airways,Doha,Direct,2024-06-09 20:43:00,T1-29,298
UA839,United Airlines,Los Angeles,Direct,2024-06-09 21:05:00,T1-20,210
EK413,Emirates,Dubai,Direct,2024-06-09 21:13:00,T1-39,261
GA715,Garuda Indonesia,Bali,Direct,2024-06-10 07:27:00,T1-30,354
SQ211,Singapore Airlines,Singapore,Direct,2024-06-10 08:01:00,T1-10,157
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-06-10 08:49:00,T1-30,185
TG476,Thai Airways,Bangkok,Direct,2024-06-10 08:56:00,T1-26,389
MU502,China Eastern,Shanghai,Direct,2024-06-10 09:12:00,T1-06,343
PR211,Philippine Airlines,Manila,Direct,2024-06-10 09:29:00,T1-43,185
OZ602,Asiana Airlines,Seoul,Direct,2024-06-10 09:49:00,T1-11,354
JL771,Japan Airlines,Tokyo,Direct,2024-06-10 10:00:00,T1-25,187
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-10 10:35:00,T1-40,238
KE601,Korean Air,Seoul,Direct,2024-06-10 11:33:00,T1-48,194
QF7,Qantas,Los Angeles,Direct,2024-06-10 11:53:00,T1-02,296
SQ213,Singapore Airlines,Singapore,Direct,2024-06-10 13:26:00,T1-33,305
CX103,Cathay Pacific,Hong Kong,Direct,2024-06-10 15:45:00,T1-15,379
QF1,Qantas,Singapore,Direct,2024-06-10 16:33:00,T1-14,267
QR007,Qatar Airways,Doha,Direct,2024-06-10 20:42:00,T1-12,240
EK413,Emirates,Dubai,Direct,2024-06-10 21:14:00,T1-48,201
GA715,Garuda Indonesia,Bali,Direct,2024-06-11 07:26:00,T1-31,197
TR13,Scoot,Singapore,Direct,2024-06-11 07:41:00,T1-46,335
SQ211,Singapore Airlines,Singapore,Direct,2024-06-11 08:04:00,T1-43,314
5J32,Cebu Pacific,Manila,Direct,2024-06-11 08:05:00,T1-02,151
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-06-11 08:46:00,T1-28,173
MU502,China Eastern,Shanghai,Direct,2024-06-11 09:13:00,T1-12,159
JL771,Japan Airlines,Tokyo,Direct,2024-06-11 09:59:00,T1-42,230
CA781,Air China,Beijing,Direct,2024-06-11 10:00:00,T1-15,315
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-11 10:33:00,T1-52,289
NH880,ANA,Tokyo,Direct,2024-06-11 11:20:00,T1-01,216
KE601,Korean Air,Seoul,Direct,2024-06-11 11:25:00,T1-04,396
QF7,Qantas,Los Angeles,Direct,2024-06-11 11:52:00,T1-07,188
QF1,Qantas,Singapore,Direct,2024-06-11 16:28:00,T1-31,280
UA839,United Airlines,Los Angeles,Direct,2024-06-11 21:04:00,T1-21,397
EK413,Emirates,Dubai,Direct,2024-06-11 21:13:00,T1-44,395
GA715,Garuda Indonesia,Bali,Direct,2024-06-12 07:29:00,T1-38,229
SQ211,Singapore Airlines,Singapore,Direct,2024-06-12 07:56:00,T1-45,385
TG476,Thai Airways,Bangkok,Direct,2024-06-12 08:55:00,T1-29,202
PR211,Philippine Airlines,Manila,Direct,2024-06-12 09:31:00,T1-20,349
OZ602,Asiana Airlines,Seoul,Direct,2024-06-12 09:49:00,T1-21,242
JL771,Japan Airlines,Tokyo,Direct,2024-06-12 09:57:00,T1-07,187
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-12 10:30:00,T1-38,253
KE601,Korean Air,Seoul,Direct,2024-06-12 11:31:00,T1-40,294
QF7,Qantas,Los Angeles,Direct,2024-06-12 11:56:00,T1-48,289
SQ213,Singapore Airlines,Singapore,Direct,2024-06-12 13:30:00,T1-11,155
CX103,Cathay Pacific,Hong Kong,Direct,2024-06-12 15:47:00,T1-22,328
QF1,Qantas,Singapore,Direct,2024-06-12 16:28:00,T1-26,304
QR007,Qatar Airways,Doha,Direct,2024-06-12 20:42:00,T1-30,222
EK413,Emirates,Dubai,Direct,2024-06-12 21:15:00,T1-26,265
GA715,Garuda Indonesia,Bali,Direct,2024-06-13 07:25:00,T1-35,195
TR13,Scoot,Singapore,Direct,2024-06-13 07:43:00,T1-10,208
SQ211,Singapore Airlines,Singapore,Direct,2024-06-13 08:04:00,T1-21,178
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-06-13 08:40:00,T1-30,223
TG476,Thai Airways,Bangkok,Direct,2024-06-13 08:56:00,T1-20,383
MU502,China Eastern,Shanghai,Direct,2024-06-13 09:16:00,T1-49,383
JL771,Japan Airlines,Tokyo,Direct,2024-06-13 09:59:00,T1-31,375
CA781,Air China,Beijing,Direct,2024-06-13 10:05:00,T1-49,168
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-13 10:32:00,T1-54,355
NH880,ANA,Tokyo,Direct,2024-06-13 11:20:00,T1-20,238
KE601,Korean Air,Seoul,Direct,2024-06-13 11:35:00,T1-21,244
QF7,Qantas,Los Angeles,Direct,2024-06-13 11:52:00,T1-38,199
SQ213,Singapore Airlines,Singapore,Direct,2024-06-13 13:31:00,T1-42,372
QF1,Qantas,Singapore,Direct,2024-06-13 16:28:00,T1-22,228
UA839,United Airlines,Los Angeles,Direct,2024-06-13 20:59:00,T1-24,212
EK413,Emirates,Dubai,Direct,2024-06-13 21:08:00,T1-27,224
GA715,Garuda Indonesia,Bali,Direct,2024-06-14 07:35:00,T1-19,357
SQ211,Singapore Airlines,Singapore,Direct,2024-06-14 08:04:00,T1-28,384
5J32,Cebu Pacific,Manila,Direct,2024-06-14 08:05:00,T1-21,249
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-06-14 08:42:00,T1-18,174
MU502,China Eastern,Shanghai,Direct,2024-06-14 09:14:00,T1-13,206
PR211,Philippine Airlines,Manila,Direct,2024-06-14 09:26:00,T1-46,342
OZ602,Asiana Airlines,Seoul,Direct,2024-06-14 09:44:00,T1-12,154
JL771,Japan Airlines,Tokyo,Direct,2024-06-14 10:05:00,T1-10,198
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-14 10:35:00,T1-37,348
KE601,Korean Air,Seoul,Direct,2024-06-14 11:30:00,T1-08,236
QF7,Qantas,Los Angeles,Direct,2024-06-14 12:00:00,T1-50,196
CX103,Cathay Pacific,Hong Kong,Direct,2024-06-14 15:43:00,T1-29,214
QF1,Qantas,Singapore,Direct,2024-06-14 16:26:00,T1-49,311
QR007,Qatar Airways,Doha,Direct,2024-06-14 20:49:00,T1-48,393
EK413,Emirates,Dubai,Direct,2024-06-14 21:13:00,T1-20,161
GA715,Garuda Indonesia,Bali,Direct,2024-06-15 07:32:00,T1-02,264
TR13,Scoot,Singapore,Direct,2024-06-15 07:49:00,T1-35,315
SQ211,Singapore Airlines,Singapore,Direct,2024-06-15 07:59:00,T1-48,295
TG476,Thai Airways,Bangkok,Direct,2024-06-15 09:00:00,T1-52,283
PR211,Philippine Airlines,Manila,Direct,2024-06-15 09:25:00,T1-06,160
OZ602,Asiana Airlines,Seoul,Direct,2024-06-15 09:43:00,T1-05,399
JL771,Japan Airlines,Tokyo,Direct,2024-06-15 10:01:00,T1-38,223
CA781,Air China,Beijing,Direct,2024-06-15 10:04:00,T1-50,237
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-15 10:28:00,T1-29,282
NH880,ANA,Tokyo,Direct,2024-06-15 11:12:00,T1-07,381
KE601,Korean Air,Seoul,Direct,2024-06-15 11:35:00,T1-44,389
QF7,Qantas,Los Angeles,Direct,2024-06-15 11:56:00,T1-53,264
SQ213,Singapore Airlines,Singapore,Direct,2024-06-15 13:34:00,T1-27,282
QF1,Qantas,Singapore,Direct,2024-06-15 16:29:00,T1-14,173
UA839,United Airlines,Los Angeles,Direct,2024-06-15 20:56:00,T1-25,198
EK413,Emirates,Dubai,Direct,2024-06-15 21:15:00,T1-30,342
GA715,Garuda Indonesia,Bali,Direct,2024-06-16 07:25:00,T1-37,348
SQ211,Singapore Airlines,Singapore,Direct,2024-06-16 08:00:00,T1-41,311
5J32,Cebu Pacific,Manila,Direct,2024-06-16 08:00:00,T1-24,188
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-06-16 08:45:00,T1-02,324
TG476,Thai Airways,Bangkok,Direct,2024-06-16 08:58:00,T1-53,285
MU502,China Eastern,Shanghai,Direct,2024-06-16 09:13:00,T1-15,218
PR211,Philippine Airlines,Manila,Direct,2024-06-16 09:30:00,T1-49,313
JL771,Japan Airlines,Tokyo,Direct,2024-06-16 10:05:00,T1-22,399
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-16 10:27:00,T1-24,339
NH880,ANA,Tokyo,Direct,2024-06-16 11:12:00,T1-51,370
KE601,Korean Air,Seoul,Direct,2024-06-16 11:35:00,T1-51,175
QF7,Qantas,Los Angeles,Direct,2024-06-16 11:59:00,T1-12,197
SQ213,Singapore Airlines,Singapore,Direct,2024-06-16 13:35:00,T1-29,396
CX103,Cathay Pacific,Hong Kong,Direct,2024-06-16 15:49:00,T1-50,220
QF1,Qantas,Singapore,Direct,2024-06-16 16:29:00,T1-16,205
QR007,Qatar Airways,Doha,Direct,2024-06-16 20:40:00,T1-46,366
UA839,United Airlines,Los Angeles,Direct,2024-06-16 20:56:00,T1-02,194
EK413,Emirates,Dubai,Direct,2024-06-16 21:15:00,T1-03,165
GA715,Garuda Indonesia,Bali,Direct,2024-06-17 07:34:00,T1-06,320
SQ211,Singapore Airlines,Singapore,Direct,2024-06-17 08:05:00,T1-05,262
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-06-17 08:47:00,T1-10,155
TG476,Thai Airways,Bangkok,Direct,2024-06-17 08:58:00,T1-51,203
MU502,China Eastern,Shanghai,Direct,2024-06-17 09:19:00,T1-06,380
PR211,Philippine Airlines,Manila,Direct,2024-06-17 09:34:00,T1-48,388
OZ602,Asiana Airlines,Seoul,Direct,2024-06-17 09:42:00,T1-27,244
JL771,Japan Airlines,Tokyo,Direct,2024-06-17 10:05:00,T1-34,162
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-17 10:35:00,T1-06,328
KE601,Korean Air,Seoul,Direct,2024-06-17 11:27:00,T1-44,379
QF7,Qantas,Los Angeles,Direct,2024-06-17 11:56:00,T1-34,284
SQ213,Singapore Airlines,Singapore,Direct,2024-06-17 13:29:00,T1-42,190
CX103,Cathay Pacific,Hong Kong,Direct,2024-06-17 15:47:00,T1-12,213
QF1,Qantas,Singapore,Direct,2024-06-17 16:25:00,T1-29,295
QR007,Qatar Airways,Doha,Direct,2024-06-17 20:44:00,T1-14,359
EK413,Emirates,Dubai,Direct,2024-06-17 21:12:00,T1-45,264
GA715,Garuda Indonesia,Bali,Direct,2024-06-18 07:28:00,T1-45,278
TR13,Scoot,Singapore,Direct,2024-06-18 07:49:00,T1-03,327
SQ211,Singapore Airlines,Singapore,Direct,2024-06-18 07:55:00,T1-45,201
5J32,Cebu Pacific,Manila,Direct,2024-06-18 07:58:00,T1-27,354
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-06-18 08:50:00,T1-09,312
MU502,China Eastern,Shanghai,Direct,2024-06-18 09:14:00,T1-40,290
CA781,Air China,Beijing,Direct,2024-06-18 09:56:00,T1-17,230
JL771,Japan Airlines,Tokyo,Direct,2024-06-18 09:59:00,T1-23,216
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-18 10:31:00,T1-53,199
NH880,ANA,Tokyo,Direct,2024-06-18 11:18:00,T1-24,386
KE601,Korean Air,Seoul,Direct,2024-06-18 11:25:00,T1-48,259
QF7,Qantas,Los Angeles,Direct,2024-06-18 11:52:00,T1-53,281
QF1,Qantas,Singapore,Direct,2024-06-18 16:31:00,T1-40,399
UA839,United Airlines,Los Angeles,Direct,2024-06-18 20:58:00,T1-32,249
EK413,Emirates,Dubai,Direct,2024-06-18 21:11:00,T1-02,375
GA715,Garuda Indonesia,Bali,Direct,2024-06-19 07:26:00,T1-01,155
SQ211,Singapore Airlines,Singapore,Direct,2024-06-19 08:04:00,T1-05,380
TG476,Thai Airways,Bangkok,Direct,2024-06-19 08:58:00,T1-16,391
PR211,Philippine Airlines,Manila,Direct,2024-06-19 09:35:00,T1-14,300
OZ602,Asiana Airlines,Seoul,Direct,2024-06-19 09:42:00,T1-55,154
JL771,Japan Airlines,Tokyo,Direct,2024-06-19 09:58:00,T1-31,364
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-19 10:26:00,T1-22,343
KE601,Korean Air,Seoul,Direct,2024-06-19 11:35:00,T1-49,226
QF7,Qantas,Los Angeles,Direct,2024-06-19 11:54:00,T1-13,347
SQ213,Singapore Airlines,Singapore,Direct,2024-06-19 13:30:00,T1-28,152
CX103,Cathay Pacific,Hong Kong,Direct,2024-06-19 15:42:00,T1-23,241
QF1,Qantas,Singapore,Direct,2024-06-19 16:29:00,T1-10,259
QR007,Qatar Airways,Doha,Direct,2024-06-19 20:50:00,T1-06,242
EK413,Emirates,Dubai,Direct,2024-06-19 21:07:00,T1-46,304
GA715,Garuda Indonesia,Bali,Direct,2024-06-20 07:32:00,T1-53,352
TR13,Scoot,Singapore,Direct,2024-06-20 07:50:00,T1-10,291
SQ211,Singapore Airlines,Singapore,Direct,2024-06-20 08:00:00,T1-43,393
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-06-20 08:48:00,T1-43,232
TG476,Thai Airways,Bangkok,Direct,2024-06-20 08:57:00,T1-35,331
MU502,China Eastern,Shanghai,Direct,2024-06-20 09:12:00,T1-32,169
CA781,Air China,Beijing,Direct,2024-06-20 10:00:00,T1-21,177
JL771,Japan Airlines,Tokyo,Direct,2024-06-20 10:03:00,T1-32,227
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-20 10:33:00,T1-13,367
NH880,ANA,Tokyo,Direct,2024-06-20 11:18:00,T1-16,340
KE601,Korean Air,Seoul,Direct,2024-06-20 11:30:00,T1-48,324
QF7,Qantas,Los Angeles,Direct,2024-06-20 11:52:00,T1-38,206
SQ213,Singapore Airlines,Singapore,Direct,2024-06-20 13:32:00,T1-19,212
QF1,Qantas,Singapore,Direct,2024-06-20 16:34:00,T1-09,326
UA839,United Airlines,Los Angeles,Direct,2024-06-20 20:55:00,T1-12,325
EK413,Emirates,Dubai,Direct,2024-06-20 21:11:00,T1-25,310
GA715,Garuda Indonesia,Bali,Direct,2024-06-21 07:35:00,T1-14,190
SQ211,Singapore Airlines,Singapore,Direct,2024-06-21 08:01:00,T1-30,383
5J32,Cebu Pacific,Manila,Direct,2024-06-21 08:03:00,T1-30,229
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-06-21 08:46:00,T1-01,389
MU502,China Eastern,Shanghai,Direct,2024-06-21 09:14:00,T1-18,272
PR211,Philippine Airlines,Manila,Direct,2024-06-21 09:35:00,T1-09,199
OZ602,Asiana Airlines,Seoul,Direct,2024-06-21 09:40:00,T1-03,310
JL771,Japan Airlines,Tokyo,Direct,2024-06-21 10:00:00,T1-54,235
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-21 10:27:00,T1-07,245
KE601,Korean Air,Seoul,Direct,2024-06-21 11:26:00,T1-12,206
QF7,Qantas,Los Angeles,Direct,2024-06-21 11:54:00,T1-43,369
CX103,Cathay Pacific,Hong Kong,Direct,2024-06-21 15:48:00,T1-08,350
QF1,Qantas,Singapore,Direct,2024-06-21 16:30:00,T1-12,182
QR007,Qatar Airways,Doha,Direct,2024-06-21 20:41:00,T1-46,173
EK413,Emirates,Dubai,Direct,2024-06-21 21:11:00,T1-10,375
GA715,Garuda Indonesia,Bali,Direct,2024-06-22 07:33:00,T1-02,197
TR13,Scoot,Singapore,Direct,2024-06-22 07:45:00,T1-39,154
SQ211,Singapore Airlines,Singapore,Direct,2024-06-22 08:03:00,T1-21,232
TG476,Thai Airways,Bangkok,Direct,2024-06-22 09:02:00,T1-37,206
PR211,Philippine Airlines,Manila,Direct,2024-06-22 09:30:00,T1-09,151
OZ602,Asiana Airlines,Seoul,Direct,2024-06-22 09:48:00,T1-36,276
JL771,Japan Airlines,Tokyo,Direct,2024-06-22 10:01:00,T1-53,276
CA781,Air China,Beijing,Direct,2024-06-22 10:02:00,T1-26,198
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-22 10:29:00,T1-37,261
NH880,ANA,Tokyo,Direct,2024-06-22 11:15:00,T1-48,259
KE601,Korean Air,Seoul,Direct,2024-06-22 11:25:00,T1-05,347
QF7,Qantas,Los Angeles,Direct,2024-06-22 11:54:00,T1-15,256
SQ213,Singapore Airlines,Singapore,Direct,2024-06-22 13:27:00,T1-53,309
QF1,Qantas,Singapore,Direct,2024-06-22 16:35:00,T1-09,385
UA839,United Airlines,Los Angeles,Direct,2024-06-22 20:55:00,T1-05,252
EK413,Emirates,Dubai,Direct,2024-06-22 21:10:00,T1-12,265
GA715,Garuda Indonesia,Bali,Direct,2024-06-23 07:29:00,T1-10,324
5J32,Cebu Pacific,Manila,Direct,2024-06-23 07:57:00,T1-42,395
SQ211,Singapore Airlines,Singapore,Direct,2024-06-23 08:02:00,T1-43,213
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-06-23 08:46:00,T1-26,338
TG476,Thai Airways,Bangkok,Direct,2024-06-23 09:03:00,T1-23,176
MU502,China Eastern,Shanghai,Direct,2024-06-23 09:16:00,T1-35,177
PR211,Philippine Airlines,Manila,Direct,2024-06-23 09:33:00,T1-37,154
JL771,Japan Airlines,Tokyo,Direct,2024-06-23 09:55:00,T1-52,240
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-23 10:31:00,T1-17,184
NH880,ANA,Tokyo,Direct,2024-06-23 11:10:00,T1-48,280
KE601,Korean Air,Seoul,Direct,2024-06-23 11:34:00,T1-28,293
QF7,Qantas,Los Angeles,Direct,2024-06-23 11:53:00,T1-06,251
SQ213,Singapore Airlines,Singapore,Direct,2024-06-23 13:31:00,T1-28,158
CX103,Cathay Pacific,Hong Kong,Direct,2024-06-23 15:48:00,T1-55,342
QF1,Qantas,Singapore,Direct,2024-06-23 16:31:00,T1-37,388
QR007,Qatar Airways,Doha,Direct,2024-06-23 20:40:00,T1-48,233
UA839,United Airlines,Los Angeles,Direct,2024-06-23 20:58:00,T1-50,172
EK413,Emirates,Dubai,Direct,2024-06-23 21:05:00,T1-29,306
GA715,Garuda Indonesia,Bali,Direct,2024-06-24 07:28:00,T1-38,321
SQ211,Singapore Airlines,Singapore,Direct,2024-06-24 07:57:00,T1-35,374
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-06-24 08:49:00,T1-36,363
TG476,Thai Airways,Bangkok,Direct,2024-06-24 08:58:00,T1-40,166
MU502,China Eastern,Shanghai,Direct,2024-06-24 09:20:00,T1-25,365
PR211,Philippine Airlines,Manila,Direct,2024-06-24 09:25:00,T1-14,302
OZ602,Asiana Airlines,Seoul,Direct,2024-06-24 09:47:00,T1-09,259
JL771,Japan Airlines,Tokyo,Direct,2024-06-24 09:58:00,T1-35,172
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-24 10:30:00,T1-43,350
KE601,Korean Air,Seoul,Direct,2024-06-24 11:27:00,T1-42,250
QF7,Qantas,Los Angeles,Direct,2024-06-24 11:50:00,T1-20,156
SQ213,Singapore Airlines,Singapore,Direct,2024-06-24 13:29:00,T1-26,349
CX103,Cathay Pacific,Hong Kong,Direct,2024-06-24 15:40:00,T1-24,288
QF1,Qantas,Singapore,Direct,2024-06-24 16:28:00,T1-54,235
QR007,Qatar Airways,Doha,Direct,2024-06-24 20:46:00,T1-33,214
EK413,Emirates,Dubai,Direct,2024-06-24 21:13:00,T1-01,364
GA715,Garuda Indonesia,Bali,Direct,2024-06-25 07:25:00,T1-44,267
TR13,Scoot,Singapore,Direct,2024-06-25 07:46:00,T1-14,372
5J32,Cebu Pacific,Manila,Direct,2024-06-25 07:59:00,T1-54,310
SQ211,Singapore Airlines,Singapore,Direct,2024-06-25 08:01:00,T1-11,154
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-06-25 08:49:00,T1-55,210
MU502,China Eastern,Shanghai,Direct,2024-06-25 09:10:00,T1-13,380
JL771,Japan Airlines,Tokyo,Direct,2024-06-25 09:55:00,T1-34,301
CA781,Air China,Beijing,Direct,2024-06-25 09:58:00,T1-41,182
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-25 10:34:00,T1-19,242
NH880,ANA,Tokyo,Direct,2024-06-25 11:11:00,T1-13,172
KE601,Korean Air,Seoul,Direct,2024-06-25 11:25:00,T1-22,193
QF7,Qantas,Los Angeles,Direct,2024-06-25 11:50:00,T1-15,267
QF1,Qantas,Singapore,Direct,2024-06-25 16:28:00,T1-55,154
UA839,United Airlines,Los Angeles,Direct,2024-06-25 21:05:00,T1-32,286
EK413,Emirates,Dubai,Direct,2024-06-25 21:14:00,T1-43,235
GA715,Garuda Indonesia,Bali,Direct,2024-06-26 07:27:00,T1-10,354
SQ211,Singapore Airlines,Singapore,Direct,2024-06-26 08:03:00,T1-45,281
TG476,Thai Airways,Bangkok,Direct,2024-06-26 08:55:00,T1-44,212
PR211,Philippine Airlines,Manila,Direct,2024-06-26 09:30:00,T1-38,315
OZ602,Asiana Airlines,Seoul,Direct,2024-06-26 09:41:00,T1-51,228
JL771,Japan Airlines,Tokyo,Direct,2024-06-26 10:01:00,T1-18,290
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-26 10:31:00,T1-43,358
KE601,Korean Air,Seoul,Direct,2024-06-26 11:35:00,T1-11,303
QF7,Qantas,Los Angeles,Direct,2024-06-26 11:57:00,T1-46,166
SQ213,Singapore Airlines,Singapore,Direct,2024-06-26 13:25:00,T1-44,348
CX103,Cathay Pacific,Hong Kong,Direct,2024-06-26 15:42:00,T1-14,336
QF1,Qantas,Singapore,Direct,2024-06-26 16:26:00,T1-52,195
QR007,Qatar Airways,Doha,Direct,2024-06-26 20:46:00,T1-43,154
EK413,Emirates,Dubai,Direct,2024-06-26 21:09:00,T1-29,331
GA715,Garuda Indonesia,Bali,Direct,2024-06-27 07:33:00,T1-10,312
TR13,Scoot,Singapore,Direct,2024-06-27 07:45:00,T1-23,384
SQ211,Singapore Airlines,Singapore,Direct,2024-06-27 07:55:00,T1-05,195
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-06-27 08:50:00,T1-11,387
TG476,Thai Airways,Bangkok,Direct,2024-06-27 08:55:00,T1-13,317
MU502,China Eastern,Shanghai,Direct,2024-06-27 09:19:00,T1-46,151
CA781,Air China,Beijing,Direct,2024-06-27 09:56:00,T1-04,269
JL771,Japan Airlines,Tokyo,Direct,2024-06-27 10:03:00,T1-02,370
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-27 10:29:00,T1-11,327
NH880,ANA,Tokyo,Direct,2024-06-27 11:20:00,T1-16,198
KE601,Korean Air,Seoul,Direct,2024-06-27 11:25:00,T1-16,231
QF7,Qantas,Los Angeles,Direct,2024-06-27 11:56:00,T1-46,359
SQ213,Singapore Airlines,Singapore,Direct,2024-06-27 13:26:00,T1-49,204
QF1,Qantas,Singapore,Direct,2024-06-27 16:32:00,T1-21,193
UA839,United Airlines,Los Angeles,Direct,2024-06-27 20:56:00,T1-20,381
EK413,Emirates,Dubai,Direct,2024-06-27 21:14:00,T1-46,353
GA715,Garuda Indonesia,Bali,Direct,2024-06-28 07:29:00,T1-21,228
5J32,Cebu Pacific,Manila,Direct,2024-06-28 07:56:00,T1-21,379
SQ211,Singapore Airlines,Singapore,Direct,2024-06-28 08:03:00,T1-35,358
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-06-28 08:46:00,T1-02,385
MU502,China Eastern,Shanghai,Direct,2024-06-28 09:16:00,T1-17,392
PR211,Philippine Airlines,Manila,Direct,2024-06-28 09:34:00,T1-42,318
OZ602,Asiana Airlines,Seoul,Direct,2024-06-28 09:42:00,T1-43,384
JL771,Japan Airlines,Tokyo,Direct,2024-06-28 10:03:00,T1-39,199
CX101,Cathay Pacific,Hong Kong,Direct,2024-06-28 10:25:00,T1-52,287
KE601,Korean Air,Seoul,Direct,2024-06-28 11:31:00,T1-37,209
QF7,Qantas,Los Angeles,Direct,2024-06-28 11:52:00,T1-28,198
CX103,Cathay Pacific,Hong Kong,Direct,2024-06-28 15:46:00,T1-04,299
QF1,Qantas,Singapore,Direct,2024-06-28 16:30:00,T1-35,384
QR007,Qatar Airways,Doha,Direct,2024-06-28 20:42:00,T1-09,155
